,negative,neutral,positive
appeal,2.839436794,1.047951637,2.839436794
appealed,0,0,2.5
appealing,5.484253907,1.183294662,1.430676558
appealingly,3.321928095,0,3.321928095
appear,2.459781464,2.595037532,1.41328738
appearance,0,0,2.5
appeared,8.583280679,0.812711509,1.327443614
appearing,1.285097209,3.321928095,2.095903274
appears,3.224003349,1.375518225,2.037035177
appease,1.047951637,12.62925314,0.79663977
appetizing,3.321928095,0,3.321928095
applaud,1.430676558,2.512941595,2.512941595
applauded,2.095903274,2.095903274,2.095903274
appleccsf,0,0,2.5
applicable,3.321928095,3.321928095,0
applied,3.602968705,1.047951637,2.260606576
applies,0,3.321928095,3.321928095
apply,3.005309701,1.234772685,2.381550124
applying,4.899079389,0.926628408,1.868763463
appointed,5.678873587,0,2.095903274
apposing,0,0,2.5
appr,3.321928095,3.321928095,0
appraising,0,10,0
appre,0,0,7.5
apprec,0,0,2.5
apprecaite,0,0,2.5
appreci,0,0,5
apprecia,0,0,5
appreciat,0,0,5
appreciate,2.130222976,1.145309068,3.592392607
appreciated,2.04045724,0.94844476,4.339356392
appreciates,3.321928095,0,3.321928095
appreciating,0,0,7.5
appreciative,3.321928095,3.321928095,0
apprehensive,0,0,2.5
apprenticed,0,0,2.5
approach,3.321928095,0,3.321928095
approached,3.321928095,0,3.321928095
approaches,7.5,0,0
approaching,4.899079389,0,2.34759015
appropiately,0,10,0
appropriate,3.917382327,0.79663977,2.437986967
appropriated,3.321928095,3.321928095,0
appropriately,2.717562738,1.183294662,2.717562738
approproately,2.5,0,0
approve,8.00392278,0,1.660964047
approved,1.912489289,1.430676558,3.321928095
approx,0,0,2.5
approximate,3.321928095,0,3.321928095
approximately,0.926628408,5.678873587,1.660964047
apps,0,28.19099658,0.904559735
appstore,0,7.5,0
apreciate,0,0,2.5
april,1.107309365,1.107309365,8.00392278
aprilmcvey,0,0,2.5
aprox,0,2.5,0
aps,0,2.5,0
apt,2.512941595,2.512941595,1.430676558
apted,7.5,0,0
aptly,2.095903274,5.678873587,0
aqua,0,0,2.5
aquadilla,2.5,0,0
aquarena,0,0,2.5
aquarian,0,0,2.5
aquasigeek,0,0,2.5
aquatic,0,5,0
aqui,0,0,2.5
aquila,0,10.31885116,1.430676558
aquilo,0,0,2.5
ar,1.953570044,0.897711718,4.742632391
ara,0,0,2.5
arabic,0,0,2.5
aragorn,2.5,0,0
aramis,0,0,2.5
ararat,5,0,0
arataka,0,0,2.5
arbitrarily,5,0,0
arbitrary,7.5,0,0
arcane,2.5,0,0
archaic,2.5,0,0
arched,0,0,2.5
archelina,0,0,2.5
archetypal,2.5,0,0
architectural,0,3.321928095,3.321928095
archival,2.512941595,2.512941595,1.430676558
archive,3.321928095,0,3.321928095
archiving,0,0,2.5
archly,2.5,0,0
archtop,0,5.678873587,2.095903274
arctic,2.095903274,0,5.678873587
ardent,3.321928095,3.321928095,0
ardently,5,0,0
ardsleyon,0,0,2.5
arduous,5,0,0
are,2.099536508,1.617609445,2.692100538
arena,0,5,0
arent,5.678873587,0,2.095903274
areyounew,0,2.5,0
argentina,3.321928095,0,3.321928095
argentine,7.5,0,0
argentinean,2.5,0,0
argentinian,2.5,0,0
argento,2.5,0,0
argh,0,0,2.5
argos,0,0,2.5
arguable,0,2.5,0
arguably,5.678873587,2.095903274,0
argue,2.839436794,1.53089535,2.095903274
argued,5.678873587,0,2.095903274
argues,2.5,0,0
arguing,5.678873587,0,2.095903274
argument,0,0,2.5
arguments,2.5,0,0
argylewhale,0,0,2.5
arhhhhhhhh,0,0,2.5
ari,0,0,2.5
arid,0,0,2.5
ariesgirl,0,0,2.5
arifhanafiah,0,0,2.5
ariherzog,0,0,2.5
ariii,0,0,2.5
arise,3.321928095,0,3.321928095
arises,0,0,7.5
arising,2.5,0,0
aristocratic,0,0,2.5
arithmetic,0,2.5,0
arivindabraham,0,0,2.5
arizona,0,0,2.5
arleigh,0,0,2.5
arliss,3.321928095,0,3.321928095
arm,3.321928095,0,3.321928095
armada,0,0,2.5
armed,5.678873587,0,2.095903274
armenian,2.095903274,5.678873587,0
arminrosen,2.5,0,0
armrest,7.5,0,0
army,2.5,0,0
arnie,2.5,0,0
arnold,3.798794065,1.772196759,1.35068935
aro,0,0,5
aroland,0,0,2.5
arose,2.5,0,0
aroud,0,2.5,0
around,1.499248581,2.095903274,2.894782176
arouse,0,2.5,0
aroused,0,2.5,0
arousing,0,2.5,0
arr,0,2.5,0
arrange,1.183294662,2.717562738,2.717562738
arranged,1.285097209,2.095903274,3.321928095
arrest,5,0,0
arrested,0,2.5,0
arresting,10.31885116,1.430676558,0
arri,2.095903274,5.678873587,0
arriv,5,0,0
arrival,6.843313779,1.838005394,0
arrive,4.202064686,1.895999235,1.107309365
arrived,2.151061298,1.380216321,3.037443819
arrives,2.9203673,1.772196759,1.772196759
arriving,18.78092563,0.706727092,0.897711718
arrogant,4.11458208,1.183294662,1.838005394
arsed,0,0,2.5
arsenal,0,0,5
art,3.798794065,1.554115845,1.554115845
artemisrex,0,0,2.5
arteta,2.5,0,0
artful,3.321928095,2.095903274,1.285097209
artfully,2.717562738,1.838005394,1.838005394
arthouse,2.5,0,0
arthritic,0,0,2.5
arthritis,0,0,2.5
arthur,5,0,0
articulate,1.838005394,0,6.843313779
articulated,0,2.5,0
articulates,5,0,0
artifact,0,2.5,0
artificial,15.70621096,0.960252568,0.74492186
artisanal,0,0,2.5
artist,3.321928095,0,3.321928095
artistic,6.145250461,1.107309365,1.375518225
artistically,3.321928095,3.321928095,0
artless,2.5,0,0
artnering,2.5,0,0
artsy,5.678873587,2.095903274,0
arty,5,0,0
artytypes,0,0,5
aruba,1.660964047,8.00392278,0
arulnick,0,0,2.5
as,2.716183645,1.482672332,2.253787776
asa,0,0,2.5
asadvertised,0,0,2.5
asap,11.85945797,0.812711509,1.075941077
asay,0,2.5,0
ascends,5,0,0
ascertain,2.5,0,0
ascribe,0,0,2.5
ase,0,0,2.5
aseven,0,0,2.5
ash,2.095903274,0,5.678873587
ashame,0,0,2.5
ashamed,19.54937806,0,1.047951637
ashley,2.5,0,0
ashleyisrad,0,0,2.5
ashleykatherton,2.5,0,0
ashlyntheonly,0,0,2.5
ashumittal,0,0,2.5
ashy,0,0,2.5
asia,2.095903274,2.095903274,2.095903274
asian,27.61502353,0.715338279,0.715338279
aside,2.477133963,1.598616015,2.305977578
asinine,0,2.5,0
asio,0,0,2.5
asioall,0,0,2.5
ask,1.811311952,2.28994035,2.215252278
askamex,0,2.5,0
aske,2.5,0,0
asked,3.474614278,1.551953859,1.698278059
asking,2.70645241,1.979610102,1.711358145
askpaypal,5.678873587,2.095903274,0
asks,4.339356392,1.075941077,1.88154218
asleep,1.912489289,0,6.455696236
asmartin,0,10,0
aspects,0,0,2.5
aspen,10.31885116,0,1.430676558
aspire,2.5,0,0
aspired,2.5,0,0
aspires,5,0,0
aspiring,0,5,0
aspiror,0,0,2.5
asquier,0,0,2.5
ass,2.095903274,2.095903274,2.095903274
assassins,2.5,0,0
assaulted,7.5,0,0
assaultive,2.5,0,0
assayas,5,0,0
assed,5,0,0
assemble,0,3.137168659,3.521168217
assembled,3.137168659,1.430676558,2.0208143
assembles,0,3.321928095,3.321928095
assembly,5,0,0
assert,2.5,0,0
assertive,0,0,2.5
assess,2.5,0,0
assesses,2.5,0,0
assessing,0,0,2.5
asshattery,0,0,2.5
asshole,5,0,0
assig,0,2.5,0
assign,7.5,0,0
assigned,5.211440485,1.49475316,1.183294662
assignment,2.095903274,2.095903274,2.095903274
assimilated,3.321928095,3.321928095,0
assist,8.583280679,1.327443614,0.812711509
assistance,4.899079389,2.34759015,0
assisted,2.5,0,0
assisting,5.678873587,0,2.095903274
assists,0,0,2.5
associate,3.321928095,3.321928095,0
associated,2.236345833,2.717562738,1.49475316
assorted,20,0,0
assume,3.662986595,1.285097209,1.912489289
assumed,0,6.843313779,1.838005394
assumes,5,0,0
assuming,2.34759015,2.34759015,1.660964047
assure,2.512941595,0,4.507575552
assured,5.678873587,0.979250371,1.604494406
assuredly,5,0,0
assures,2.5,0,0
assyrian,0,0,5
ast,2.5,0,0
astatic,0,0,2.5
asthetically,0,0,2.5
astonish,2.5,0,0
astonishing,4.507575552,2.512941595,0
astonishingly,14.93723606,0,1.183294662
astounded,3.321928095,0,3.321928095
astounding,6.843313779,0,1.838005394
astoundingly,2.5,0,0
astounds,2.5,0,0
astringent,0,2.5,0
astronomically,2.5,0,0
astute,8.00392278,1.660964047,0
astutely,0,0,2.5
asus,0,2.5,0
aswell,0,10,0
aswinanand,0,0,2.5
asymmetrical,0,0,2.5
ata,0,10,0
atavistic,0,0,2.5
atc,2.5,0,0
ate,1.107309365,0,17.24377353
aterial,0,10,0
ath,0,3.321928095,3.321928095
atheistic,0,0,2.5
athlete,5,0,0
athletic,3.321928095,3.321928095,0
atl,2.66195597,1.247454653,2.66195597
atlanta,1.838005394,2.717562738,1.838005394
atlantic,3.321928095,2.34759015,1.107309365
atleast,0,1.285097209,12.62925314
atmosphere,3.321928095,1.285097209,2.095903274
atmospheric,10,0,0
atonal,0,2.5,0
atop,3.321928095,0,3.321928095
atrocious,20,0,0
atrociously,2.5,0,0
att,0,2.5,0
attach,1.616944524,1.797583147,3.150396013
attachable,0,0,2.5
attached,1.430676558,2.048690661,3.093041244
attaches,13.20642593,0,1.256470797
attaching,0,3.321928095,3.321928095
attachment,0,0,5
attack,0,0,12.5
attacking,0,0,5
attackingbabymomma,2.5,0,0
attactch,0,0,2.5
attained,0,3.321928095,3.321928095
attal,4.899079389,2.34759015,0
attempt,8.00392278,1.660964047,0
attempted,3.917382327,2.095903274,1.047951637
attempting,2.095903274,0.926628408,4.271985235
attempts,3.321928095,1.660964047,1.660964047
attend,1.35068935,1.772196759,3.798794065
attendant,19.54937806,0,1.047951637
attended,1.183294662,4.11458208,1.838005394
attending,1.838005394,1.183294662,4.11458208
attent,0,2.5,0
attentive,1.660964047,1.660964047,3.321928095
attenuated,0,0,2.5
attest,0,3.321928095,3.321928095
attic,0,0,2.5
attitude,10.31885116,1.430676558,0
attitudy,2.5,0,0
attract,10,0,0
attracted,0,0,2.5
attracting,3.321928095,0,3.321928095
attraction,0,2.5,0
attractive,5.523193368,1.058780674,1.554115845
attracts,1.285097209,5.678873587,1.285097209
attributable,2.5,0,0
attribute,0,0,2.5
attributes,0,0,2.5
attuned,2.5,0,0
atx,0,0,2.5
atypically,2.5,0,0
au,0,8.00392278,1.660964047
auciello,0,0,2.5
audacious,8.00392278,1.107309365,1.107309365
audi,0,0,2.5
audiard,5,0,0
audible,1.230143399,3.719611071,1.953570044
audibly,0,0,2.5
audio,0,0.846818823,33.7581611
audited,0,0,2.5
auditory,0,0,2.5
audrey,2.095903274,0,5.678873587
auf,0,0,7.5
augment,0,0,2.5
augmented,2.5,0,0
august,2.095903274,2.095903274,2.095903274
augustine,2.5,0,0
augustinian,2.5,0,0
auh,0,2.5,0
auntie,0,0,2.5
auphonix,0,10,0
aura,0,3.321928095,3.321928095
aural,0,0,2.5
auralex,0,0,5
aurorabiz,2.5,0,0
aus,2.839436794,1.047951637,2.839436794
auschwitz,2.5,0,0
auspicious,3.321928095,0,3.321928095
aussie,8.00392278,0.926628408,1.285097209
austen,5,0,0
austere,2.095903274,0,5.678873587
austin,2.095903274,1.467908789,2.951432207
austinhill,0,0,2.5
austr,2.5,0,0
australia,2.512941595,2.512941595,1.430676558
australian,4.507575552,1.430676558,1.430676558
austrian,2.512941595,0,4.507575552
auteil,2.5,0,0
auteuil,2.5,0,0
auteur,2.5,0,0
authenic,0,0,2.5
authentic,3.620480759,1.88154218,1.327443614
authentically,5,0,0
authenticate,2.5,0,0
authoritative,0,0,2.5
authorize,2.5,0,0
authorized,0,10,0
authors,2.5,0,0
autistic,3.321928095,3.321928095,0
autobiographical,8.00392278,0,1.660964047
automate,0,2.5,0
automated,34.90988534,0.7293585,0.598051122
automatic,2.717562738,1.838005394,1.838005394
automatically,2.095903274,2.839436794,1.53089535
automaticly,20,0,0
automating,0,0,2.5
autumnal,0,0,2.5
auvio,0,0,2.5
aux,0,10.31885116,1.430676558
auxiliary,0,2.5,0
av,5,0,0
avaialable,0,0,2.5
avaid,0,2.5,0
avail,3.917382327,1.53089535,1.53089535
availability,2.5,0,0
availabl,3.321928095,3.321928095,0
available,2.449539695,1.951412875,1.923545842
avalanches,2.5,0,0
avalible,2.5,0,0
avangeli,0,0,2.5
avant,7.5,0,0
avarice,2.5,0,0
avary,6.843313779,1.183294662,1.183294662
avenges,0,2.5,0
average,5.414436369,1.591371127,1.047951637
averaging,2.5,0,0
avert,2.5,0,0
averted,0,0,7.5
averting,5,0,0
avery,0,0,2.5
avid,2.095903274,2.095903274,2.095903274
avis,0,2.5,0
avisagie,0,0,2.5
aviv,3.321928095,0,3.321928095
avoid,4.543222418,1.088046825,1.794203893
avoidable,2.5,0,0
avoided,5.678873587,2.095903274,0
avoiding,2.095903274,0,5.678873587
avoids,2.512941595,4.507575552,0
avoind,0,0,2.5
avon,0,5,0
avuncular,2.5,0,0
avvo,0,0,2.5
aw,0.960252568,0,24.15885793
awa,2.095903274,2.095903274,2.095903274
awai,0,2.5,0
await,3.321928095,0,3.321928095
awaiting,2.34759015,1.107309365,3.321928095
awake,1.183294662,0,14.93723606
awakening,2.5,0,0
awakens,2.5,0,0
award,3.620480759,1.88154218,1.327443614
awarded,3.321928095,0,3.321928095
awarding,0,0,2.5
awards,2.5,0,0
aware,2.36538817,2.590399869,1.480409208
away,2.119873672,1.675982449,2.578125699
awe,4.11458208,0,2.717562738
awed,2.5,0,0
aweee,0,0,2.5
aweful,3.321928095,0,3.321928095
awesome,0.875750944,0.905724416,14.08449211
awesomee,0,0,2.5
awesomely,0,0,2.5
awesomeness,0,0,2.5
awful,4.991020311,1.459781076,1.269524383
awfully,6.843313779,1.838005394,0
awg,0,0,2.5
awh,0,0,2.5
awhile,0,3.917382327,2.839436794
awhing,0,0,2.5
awhole,0,0,2.5
awkward,1.448863633,3.044434335,2.05729104
awkwardly,5.678873587,0,2.095903274
awol,2.5,0,0
awry,5.678873587,2.095903274,0
aws,0,0,2.5
awsome,0,1,21.85434533
aww,0,0,47.5
awww,0,0,10
awwww,0,0,5
ax,0,10,0
axe,0,0,2.5
axes,0,0,2.5
axis,0,0,2.5
ayeashleigh,0,0,2.5
aylesbury,0,0,2.5
ayres,2.5,0,0
ayshah,0,0,2.5
ayurveda,2.5,0,0
az,3.321928095,0,3.321928095
azlemed,0,0,2.5
azmamakim,0,0,2.5
ba,4.11458208,0,2.717562738
baaack,0,0,2.5
baack,0,0,2.5
babbitt,2.5,0,0
babe,0,0,7.5
baby,0,1.430676558,10.31885116
babyboomer,0,0,2.5
babydestiny,0,0,2.5
babymakinmachin,0,0,2.5
babysit,0,0,2.5
babysitter,0,2.5,0
bac,2.095903274,2.095903274,2.095903274
back,2.88690404,1.331820703,2.329220221
backed,1.772196759,1.35068935,3.798794065
backhanded,5,0,0
backing,1.430676558,0,10.31885116
backlit,0,10,0
backordered,0,0,2.5
backpacking,0,0,5
backroads,5,0,0
backs,2.5,0,0
backstreetboys,0,0,2.5
backup,3.321928095,0,3.321928095
backward,2.095903274,0,5.678873587
backwards,0,0,2.5
bacon,0,0,2.5
bad,3.027803733,1.573204242,1.918654104
badbanana,0,0,2.5
badcustome,2.5,0,0
badcustomer,2.5,0,0
badcustomerservice,5,0,0
badder,2.5,0,0
badges,0,0,2.5
badl,2.5,0,0
badly,7.647114407,1.17113577,1.085990045
badmgmt,2.5,0,0
bae,3.321928095,0,3.321928095
baffle,2.5,0,0
baffled,7.5,0,0
baffling,8.00392278,1.660964047,0
bag,7.175224991,1.075941077,1.24303869
bagg,2.5,0,0
baggage,3.917382327,2.095903274,1.047951637
baggagefail,2.5,0,0
bags,9.547874667,1.183294662,0.87250287
bagtag,2.5,0,0
bahah,0,0,2.5
bahm,0,0,2.5
bail,0,0,2.5
bailed,2.5,0,0
bailing,0,0,2.5
bailiwick,2.5,0,0
bailly,5,0,0
baited,0,0,2.5
bake,0,0,7.5
baked,2.9203673,0.960252568,2.9203673
bakee,0,0,2.5
bakewell,0,0,2.5
baking,1.430676558,0,10.31885116
bal,0,0,2.5
balance,2.34759015,1.660964047,2.34759015
balanced,1.037572764,1.316364786,6.932702574
balances,3.321928095,0,3.321928095
balancing,7.5,0,0
balboa,0,0,2.5
balding,2.5,0,0
ball,2.276179338,1.35068935,2.9203673
ballance,0,0,2.5
ballast,2.5,0,0
balletic,0,3.321928095,3.321928095
ballin,0,2.5,0
ballistic,5.094382474,1.772196759,0.960252568
ballookey,0,0,2.5
ballpark,0,0,2.5
balt,2.5,0,0
bam,0,0,2.5
ban,0,0,5
banal,12.62925314,0,1.285097209
band,1.107309365,0,17.24377353
banderas,2.5,0,0
bands,1.660964047,0,8.00392278
bandwidth,0,0,2.5
bang,2.095903274,1.53089535,2.839436794
banged,3.321928095,0,3.321928095
banging,0,2.5,0
bangkok,0,2.5,0
bangs,0,2.5,0
banjo,0,2.839436794,3.917382327
banjos,0,10,0
banked,0,0,2.5
banking,0,0,5
bankrupt,10,0,0
banned,1.660964047,0,8.00392278
banning,2.5,0,0
bar,0,0,12.5
barbados,3.321928095,3.321928095,0
barbecue,0,2.5,0
barbed,2.5,0,0
barber,0,0,5
barbershop,5,0,0
barclaycardus,2.5,0,0
bare,0.960252568,2.9203673,2.9203673
bared,0,2.5,0
barely,4.937208717,1.390485262,1.35068935
barf,2.5,0,0
bargain,2.095903274,0,5.678873587
bargained,0,0,2.5
baring,2.5,0,0
bark,0,0,5
barking,3.321928095,0,3.321928095
barley,0,0,2.5
barn,2.5,0,0
baroque,2.5,0,0
barre,0,10,0
barred,2.5,0,0
barrel,2.5,0,0
barreled,2.5,0,0
barrettkarabis,2.5,0,0
barrie,2.5,0,0
barring,10,0,0
barris,2.5,0,0
barry,5.678873587,2.095903274,0
barrymore,5,0,0
barrysnedden,0,0,2.5
bartleby,2.5,0,0
baru,0,0,2.5
base,5.211440485,1.838005394,0.87250287
based,2.809946485,1.850470543,1.764502355
basement,3.321928095,0,3.321928095
bases,0,0,2.5
basest,2.5,0,0
basi,2.5,0,0
basic,1.898221037,2.746635951,1.759938342
basically,1.696790277,2.624175435,2.058428773
bask,2.5,0,0
basking,0,0,2.5
bass,0,2.978033117,3.719611071
bassbeen,0,0,2.5
bassier,0,0,2.5
bassist,0,0,2.5
bassy,0,10.31885116,1.430676558
basted,0,2.5,0
bath,0,0,2.5
bathing,3.321928095,0,3.321928095
batman,0,0,2.5
batter,0,0,12.5
battered,2.5,0,0
batteries,0,0,2.5
battery,0,3.08155877,3.587397603
battierccipuppy,0,0,2.5
batting,8.00392278,0,1.660964047
battled,0,0,2.5
battlefield,5,0,0
battles,1.047951637,12.62925314,0.79663977
bawdy,3.321928095,3.321928095,0
bay,5.678873587,0,2.095903274
bazbiz,0,0,2.5
bb,0,0,2.5
bba,0,0,2.5
bbc,0,0,2.5
bbe,0,0,2.5
bblfish,0,0,2.5
bbyboyyyy,0,0,2.5
bc,24.15885793,0.74492186,0.74492186
bcd,0,0,2.5
bcos,0,0,2.5
bd,0,0,2.5
bday,1.660964047,1.107309365,4.899079389
bdindallas,2.5,0,0
bdl,3.321928095,1.660964047,1.660964047
bdubs,0,0,2.5
be,2.202899947,1.669913479,2.4892881
bea,0,0,5
beach,0,0,2.5
beachcombing,2.5,0,0
beached,0,2.5,0
beadiejay,0,0,2.5
beamske,3.321928095,0,3.321928095
bean,1.660964047,3.321928095,1.660964047
beans,0,0,2.5
beanxcore,0,0,2.5
bear,3.321928095,1.285097209,2.095903274
bearable,5.678873587,0,2.095903274
bearded,3.321928095,0,3.321928095
beareavement,0,2.5,0
bearing,5.678873587,0,2.095903274
bears,19.54937806,1.047951637,0
beastly,0,0,2.5
beat,0.947013276,1.089741632,9.831981669
beaten,0,0,5
beatiful,0,0,2.5
beating,1.838005394,1.838005394,2.717562738
beatles,0,0,2.5
beats,1.047951637,2.095903274,3.917382327
beatsmusic,0,0,5
beaut,0,0,2.5
beautifu,0,0,2.5
beautiful,1.999718229,0.697073523,5.289431441
beautifully,3.934306294,1.167904481,1.932681422
beauty,0,0,2.5
beavis,2.5,0,0
bebass,10,0,0
bebe,2.5,0,0
bebiv,0,0,2.5
beca,2.5,0,0
becalmed,2.5,0,0
became,1.183294662,2.875435563,2.569596993
because,1.953570044,2.023658208,2.327223415
becky,0,0,5
become,2.303339803,1.651395881,2.405761651
becomes,3.93648973,1.695416595,1.367699636
becoming,1.691862426,2.584349121,2.095903274
becuase,0,0,2.5
becuz,0,0,2.5
bed,0.608475081,0,100.1580403
bedazzled,0,0,2.5
bedeviled,2.5,0,0
bedevilling,2.5,0,0
bedevils,0,2.5,0
bedtime,0,0,10
bee,2.095903274,2.095903274,2.095903274
beeeeeeeyatch,0,0,2.5
beefier,0,0,2.5
beefs,0,0,2.5
beefy,0,0,5
been,3.763135761,1.109430733,2.089262161
beeps,0,2.5,0
beet,0,0,2.5
befall,0,2.5,0
befallen,2.5,0,0
befor,21.85434533,0,1
before,1.409058247,1.750114545,3.69875592
befront,0,0,2.5
befuddle,0,0,2.5
befuddled,5,0,0
beg,8.00392278,0,1.660964047
began,1.49475316,1.183294662,5.211440485
begeistert,0,0,2.5
begging,3.321928095,1.285097209,2.095903274
begi,2.5,0,0
begin,1.793268906,2.734068189,1.872099104
begine,0,0,2.5
begining,0,0,2.5
beginner,0,2.095903274,5.678873587
beginning,1.742065383,1.742065383,3.02120993
begins,3.640320904,1.515032291,1.660964047
begrudge,2.5,0,0
begrudgingly,2.5,0,0
begs,2.095903274,2.095903274,2.095903274
beguiling,3.321928095,0,3.321928095
begun,2.34759015,1.107309365,3.321928095
beh,2.5,0,0
behave,4.507575552,1.430676558,1.430676558
behaved,2.095903274,0,5.678873587
behaves,3.321928095,0,3.321928095
behaving,5.678873587,2.095903274,0
behavior,2.5,0,0
behin,0,0,2.5
behold,17.24377353,0,1.107309365
behringer,1.369153176,0.969547987,7.036962828
beiing,0,0,2.5
beijing,0,10.31885116,1.430676558
bein,3.321928095,0,3.321928095
being,2.650769054,1.5405858,2.230297469
bekar,8.00392278,1.660964047,0
belabor,2.5,0,0
belated,0,2.5,0
beleive,0,0,2.5
belfast,0,0,2.5
belgian,3.321928095,0,3.321928095
belgium,2.5,0,0
belgrave,0,0,2.5
belies,0,0,2.5
believable,8.46744983,1.183294662,0.979250371
believe,4.531915062,1.042707862,1.852153394
believed,1.285097209,3.321928095,2.095903274
believer,3.321928095,0,3.321928095
believes,2.095903274,2.095903274,2.095903274
believing,5.678873587,2.095903274,0
belittle,2.5,0,0
belive,0,0,2.5
belize,5,0,0
belly,21.85434533,0,1
belong,1.660964047,0,8.00392278
belonged,0,2.5,0
belongs,3.054750902,1.591371127,1.88154218
beloved,4.212993519,1.997593497,1.022783939
below,10,0,0
belt,2.34759015,1.660964047,2.34759015
belted,0,0,2.5
belushi,0,2.5,0
bemused,3.321928095,0,3.321928095
ben,1.183294662,2.717562738,2.717562738
bencounsell,0,0,2.5
bend,2.070935404,1.361126527,3.198854879
bendable,0,4.11458208,2.717562738
bending,0.850274154,1.742065383,5.678873587
bendnicely,0,0,2.5
bends,0,0,5
bendy,0,0,2.5
beneath,5,0,0
beneficial,3.321928095,0,3.321928095
benefit,2.717562738,1.183294662,2.717562738
benefited,5,0,0
benefiting,0,0,2.5
benefitted,0,2.5,0
benign,0,0,2.5
benigni,10.31885116,1.430676558,0
bennett,0,3.321928095,3.321928095
benoit,0,2.5,0
benpopps,0,0,2.5
bent,3.719611071,2.095903274,1.120957348
bentley,0,0,2.5
beofre,0,0,2.5
beought,2.5,0,0
ber,0,0,7.5
bereavement,2.095903274,5.678873587,0
bergmanesque,2.5,0,0
berhinger,0,0,2.5
beringer,0,0,2.5
berlin,0,0,5
berly,0,0,2.5
bermuda,0,0,5
bern,0,0,2.5
berner,0,0,2.5
berrytastic,0,0,2.5
bes,0,0,2.5
beseechingly,2.5,0,0
besides,0,5.678873587,2.095903274
besotted,5.678873587,2.095903274,0
bespeaks,2.5,0,0
besson,3.321928095,3.321928095,0
best,1.5908185,1.521192572,3.790408682
bestbuy,0,2.5,0
besterz,0,0,2.5
bestest,0,0,2.5
bestial,2.5,0,0
bestowed,2.5,0,0
bestowing,2.5,0,0
bestselling,0,0,2.5
besty,2.5,0,0
bet,1.660964047,1.430676558,3.85152657
beta,0,0,2.5
betatest,0,0,2.5
beth,0,0,2.5
bethting,0,0,2.5
betray,0,2.5,0
betrayal,2.5,0,0
betrayed,2.5,0,0
bett,3.321928095,3.321928095,0
bettany,0,0,2.5
bette,2.5,0,0
better,1.814003556,1.874684682,2.699723518
betterr,0,0,2.5
betting,8.00392278,0,1.660964047
bettween,0,2.5,0
bettwen,0,0,2.5
betty,2.095903274,0,5.678873587
beuatiful,0,0,2.5
beutiful,0,0,2.5
beverleyknight,0,0,2.5
beware,1.660964047,3.321928095,1.660964047
bewildered,2.5,0,0
bewildering,5,0,0
bewilderingly,3.321928095,0,3.321928095
bewitched,5,0,0
beyerdynamic,0,0,2.5
bf,0,2.5,0
bff,0,0,2.5
bgm,2.5,0,0
bgr,2.5,0,0
bhak,24.15885793,0.960252568,0
bhavika,0,0,2.5
bhellabell,0,0,2.5
bhm,0,0,2.5
bhs,0,0,2.5
bhuj,0,5,0
bhx,0,2.5,0
biased,5,0,0
biatchhh,0,0,2.5
bible,4.11458208,0,2.717562738
biblical,3.321928095,0,3.321928095
bic,0,0,2.5
bicentennial,2.5,0,0
bielinsky,5,0,0
biennial,0,5,0
big,2.835714743,1.239470033,2.512941595
bigelow,2.5,0,0
bigger,1.166408604,2.260606576,3.321928095
biggest,2.236345833,2.46447857,1.660964047
bigoted,0,2.5,0
bijan,0,0,2.5
bike,3.321928095,0,3.321928095
bikely,0,0,2.5
bilingual,2.5,0,0
bilked,2.5,0,0
bill,2.5,0,0
billabong,0,0,2.5
bille,0,2.5,0
billed,8.00392278,1.660964047,0
billing,2.5,0,0
billt,0,0,2.5
billy,3.321928095,0,3.321928095
billyg,0,0,5
bin,0,2.5,0
binary,2.5,0,0
bind,2.095903274,2.095903274,2.095903274
binding,0,0,12.5
binds,0,0,2.5
bing,0,12.5,0
binging,2.5,0,0
binks,2.5,0,0
bio,3.321928095,0,3.321928095
biographical,5,0,0
biologically,2.5,0,0
bioluminescent,0,0,2.5
bird,0,0,5
birming,0,2.5,0
birmingham,10.31885116,0,1.430676558
birot,2.5,0,0
birth,0,2.5,0
birthdaaay,0,0,2.5
birthday,2.095903274,1.047951637,3.917382327
bisexual,2.5,0,0
bishops,0,0,2.5
bit,1.089426959,2.207374124,3.593030233
bitch,2.095903274,0,5.678873587
bitching,0,0,2.5
bite,1.660964047,1.660964047,3.321928095
bites,3.321928095,0,3.321928095
