,negative,neutral,positive,total
orbitalpete,0.0,0.0,1.0,1.0
orbitz,0.0,1.0,0.0,1.0
orchard,0.0,0.0,1.0,1.0
orchestra,0.0,4.0,0.0,4.0
orchestrated,1.0,0.0,0.0,1.0
orchestrates,0.0,1.0,0.0,1.0
orchestrating,1.0,0.0,0.0,1.0
ord,19.0,5.0,1.0,25.0
ordeal,1.0,0.0,0.0,1.0
ordered,72.0,68.0,112.0,252.0
ordering,1.0,10.0,21.0,32.0
orderraxxess,0.0,0.0,1.0,1.0
ordinarily,0.0,0.0,1.0,1.0
ordinary,12.0,1.0,8.0,21.0
oreo,0.0,0.0,1.0,1.0
orf,1.0,0.0,0.0,1.0
org,0.0,0.0,1.0,1.0
organ,0.0,0.0,2.0,2.0
organic,3.0,4.0,7.0,14.0
organised,0.0,0.0,1.0,1.0
organizational,1.0,0.0,1.0,2.0
organize,1.0,2.0,0.0,3.0
organized,1.0,0.0,4.0,5.0
organizing,0.0,0.0,1.0,1.0
orgasm,1.0,0.0,0.0,1.0
orient,0.0,0.0,1.0,1.0
oriental,0.0,1.0,2.0,3.0
orientated,0.0,0.0,1.0,1.0
oriented,8.0,1.0,2.0,11.0
orienting,0.0,0.0,1.0,1.0
orig,2.0,1.0,0.0,3.0
origianlly,0.0,4.0,0.0,4.0
origin,1.0,0.0,1.0,2.0
origina,1.0,0.0,0.0,1.0
original,140.0,72.0,71.0,283.0
originally,8.0,6.0,12.0,26.0
originated,0.0,0.0,1.0,1.0
originating,0.0,1.0,0.0,1.0
origins,0.0,0.0,2.0,2.0
orla,0.0,0.0,1.0,1.0
orlando,7.0,7.0,8.0,22.0
orlean,1.0,0.0,0.0,1.0
orphan,0.0,1.0,0.0,1.0
orson,1.0,0.0,0.0,1.0
orthodox,1.0,0.0,0.0,1.0
os,0.0,8.0,1.0,9.0
osbourne,0.0,0.0,1.0,1.0
oscar,6.0,0.0,1.0,7.0
oskar,0.0,0.0,1.0,1.0
ossia,0.0,0.0,1.0,1.0
ostensible,0.0,0.0,1.0,1.0
ostensibly,0.0,1.0,0.0,1.0
ostentatious,0.0,1.0,1.0,2.0
ot,0.0,1.0,3.0,4.0
othe,0.0,0.0,1.0,1.0
other,650.0,434.0,774.0,1858.0
otherinbox,0.0,0.0,1.0,1.0
otherwise,36.0,54.0,49.0,139.0
otherworldly,2.0,1.0,0.0,3.0
otr,0.0,0.0,1.0,1.0
ots,1.0,0.0,0.0,1.0
ottawa,1.0,0.0,0.0,1.0
ou,6.0,0.0,3.0,9.0
ouch,5.0,1.0,6.0,12.0
oui,0.0,0.0,1.0,1.0
ourdave,0.0,0.0,1.0,1.0
ourpr,0.0,1.0,0.0,1.0
ours,1.0,0.0,2.0,3.0
ourselves,0.0,1.0,0.0,1.0
out,27.0,18.0,20.0,65.0
outboard,0.0,0.0,2.0,2.0
outbound,2.0,1.0,0.0,3.0
outbreak,1.0,0.0,0.0,1.0
outburst,0.0,0.0,1.0,1.0
outclassed,0.0,0.0,1.0,1.0
outclasses,0.0,0.0,1.0,1.0
outdated,6.0,3.0,0.0,9.0
outdoes,1.0,0.0,0.0,1.0
outdoor,1.0,0.0,4.0,5.0
outdoors,0.0,1.0,0.0,1.0
outer,2.0,1.0,2.0,5.0
outfitted,1.0,0.0,0.0,1.0
outgag,1.0,0.0,0.0,1.0
outgrown,0.0,0.0,1.0,1.0
outing,5.0,0.0,1.0,6.0
outlandish,2.0,2.0,0.0,4.0
outlast,0.0,4.0,2.0,6.0
outlasted,8.0,0.0,0.0,8.0
outlawed,0.0,0.0,1.0,1.0
outline,0.0,1.0,0.0,1.0
outlined,8.0,0.0,0.0,8.0
outlive,0.0,0.0,1.0,1.0
outnumber,1.0,0.0,0.0,1.0
outpaces,1.0,0.0,0.0,1.0
outperform,0.0,0.0,1.0,1.0
outputs,0.0,0.0,2.0,2.0
outputting,0.0,0.0,1.0,1.0
outr,1.0,0.0,0.0,1.0
outraged,0.0,0.0,1.0,1.0
outrageous,10.0,4.0,2.0,16.0
outrageously,1.0,0.0,3.0,4.0
outre,1.0,0.0,0.0,1.0
outreach,0.0,0.0,1.0,1.0
outright,2.0,1.0,1.0,4.0
outrun,0.0,1.0,0.0,1.0
outrunning,0.0,1.0,0.0,1.0
outs,0.0,4.0,0.0,4.0
outselling,1.0,0.0,0.0,1.0
outshine,1.0,2.0,0.0,3.0
outshined,1.0,0.0,0.0,1.0
outside,2.0,9.0,37.0,48.0
outsource,1.0,0.0,1.0,2.0
outsourced,1.0,0.0,0.0,1.0
outsourcing,1.0,0.0,1.0,2.0
outstan,0.0,0.0,1.0,1.0
outstanding,14.0,2.0,33.0,49.0
outstretched,0.0,0.0,1.0,1.0
outt,0.0,0.0,2.0,2.0
outta,0.0,1.0,0.0,1.0
outward,6.0,0.0,0.0,6.0
outwardly,1.0,0.0,1.0,2.0
outweigh,1.0,0.0,0.0,1.0
outweighs,1.0,0.0,2.0,3.0
ov,1.0,0.0,1.0,2.0
ovahh,0.0,0.0,1.0,1.0
oval,4.0,0.0,0.0,4.0
oven,0.0,0.0,2.0,2.0
over,12.0,9.0,8.0,29.0
overacted,1.0,0.0,0.0,1.0
overall,56.0,92.0,109.0,257.0
overally,0.0,0.0,1.0,1.0
overbalances,0.0,0.0,1.0,1.0
overbearing,1.0,1.0,1.0,3.0
overbend,0.0,0.0,1.0,1.0
overblowing,0.0,0.0,1.0,1.0
overblown,4.0,3.0,0.0,7.0
overbo,1.0,0.0,0.0,1.0
overboard,1.0,0.0,0.0,1.0
overbook,3.0,0.0,0.0,3.0
overbooked,11.0,1.0,0.0,12.0
overburdened,1.0,0.0,0.0,1.0
overcharged,1.0,0.0,0.0,1.0
overcharging,1.0,0.0,0.0,1.0
overchging,1.0,0.0,0.0,1.0
overclocked,0.0,0.0,1.0,1.0
overcome,13.0,2.0,2.0,17.0
overcomes,3.0,2.0,1.0,6.0
overcoming,1.0,0.0,0.0,1.0
overcompressed,0.0,0.0,1.0,1.0
overcook,0.0,1.0,0.0,1.0
overcooked,2.0,0.0,0.0,2.0
overdid,0.0,0.0,1.0,1.0
overdive,0.0,0.0,1.0,1.0
overdoing,1.0,4.0,1.0,6.0
overdone,1.0,0.0,0.0,1.0
overdose,0.0,0.0,1.0,1.0
overdrive,4.0,8.0,89.0,101.0
overdriven,4.0,8.0,9.0,21.0
overdriving,0.0,0.0,1.0,1.0
overdubbing,0.0,0.0,1.0,1.0
overdue,1.0,0.0,1.0,2.0
overemphatic,0.0,0.0,1.0,1.0
overestimated,0.0,0.0,1.0,1.0
overexposed,2.0,0.0,0.0,2.0
overfilled,1.0,0.0,0.0,1.0
overflight,3.0,0.0,0.0,3.0
overflow,1.0,0.0,0.0,1.0
overflowed,2.0,0.0,0.0,2.0
overflowing,1.0,0.0,0.0,1.0
overflows,1.0,0.0,0.0,1.0
overh,1.0,0.0,0.0,1.0
overhead,11.0,4.0,3.0,18.0
overheard,1.0,0.0,0.0,1.0
overhearing,1.0,0.0,0.0,1.0
overheated,1.0,1.0,1.0,3.0
overheating,2.0,1.0,0.0,3.0
overhere,0.0,0.0,1.0,1.0
overinflated,1.0,0.0,0.0,1.0
overkill,2.0,1.0,2.0,5.0
overladen,1.0,0.0,0.0,1.0
overlapping,1.0,0.0,0.0,1.0
overloaded,1.0,0.0,2.0,3.0
overloading,0.0,0.0,1.0,1.0
overloads,0.0,1.0,0.0,1.0
overlong,5.0,1.0,3.0,9.0
overlook,2.0,0.0,1.0,3.0
overlooked,6.0,1.0,2.0,9.0
overlooking,1.0,0.0,1.0,2.0
overly,14.0,22.0,9.0,45.0
overmanipulative,1.0,0.0,0.0,1.0
overnight,18.0,6.0,4.0,28.0
overplay,0.0,0.0,1.0,1.0
overplayed,1.0,0.0,0.0,1.0
overplotted,0.0,0.0,1.0,1.0
overpower,4.0,1.0,0.0,5.0
overpowered,1.0,0.0,1.0,2.0
overpowering,0.0,0.0,1.0,1.0
overpraised,0.0,1.0,0.0,1.0
overpriced,6.0,1.0,8.0,15.0
overproduced,2.0,2.0,0.0,4.0
overreaches,0.0,1.0,0.0,1.0
overreacting,0.0,1.0,0.0,1.0
overrides,1.0,0.0,0.0,1.0
overriding,0.0,1.0,0.0,1.0
overripe,1.0,0.0,0.0,1.0
overrun,3.0,0.0,0.0,3.0
overseas,1.0,1.0,4.0,6.0
overselling,2.0,0.0,1.0,3.0
oversexed,1.0,0.0,0.0,1.0
overshadowed,1.0,3.0,0.0,4.0
overshadows,4.0,0.0,0.0,4.0
oversize,0.0,0.0,1.0,1.0
oversized,2.0,0.0,2.0,4.0
oversleeping,1.0,0.0,0.0,1.0
oversold,4.0,4.0,0.0,8.0
overspill,0.0,0.0,1.0,1.0
overstated,2.0,1.0,0.0,3.0
overstating,1.0,0.0,1.0,2.0
overstays,1.0,0.0,0.0,1.0
overstepped,0.0,4.0,0.0,4.0
overstimulated,1.0,0.0,0.0,1.0
overstuffed,1.0,1.0,0.0,2.0
overstylized,1.0,0.0,0.0,1.0
overtake,1.0,0.0,0.0,1.0
overtighten,0.0,0.0,1.0,1.0
overtime,1.0,0.0,1.0,2.0
overtired,0.0,0.0,1.0,1.0
overtly,3.0,0.0,0.0,3.0
overused,2.0,0.0,1.0,3.0
overweight,3.0,0.0,1.0,4.0
overwhelm,1.0,0.0,0.0,1.0
overwhelmed,5.0,0.0,3.0,8.0
overwhelming,5.0,5.0,3.0,13.0
overwhelmingly,1.0,1.0,1.0,3.0
overwhelms,2.0,1.0,0.0,3.0
overworked,1.0,0.0,0.0,1.0
overwritten,3.0,1.0,0.0,4.0
overwrought,12.0,0.0,1.0,13.0
overzealous,1.0,0.0,0.0,1.0
ow,0.0,1.0,0.0,1.0
owe,6.0,0.0,5.0,11.0
owed,2.0,0.0,0.0,2.0
owen,1.0,0.0,0.0,1.0
owes,4.0,0.0,1.0,5.0
owing,0.0,0.0,1.0,1.0
own,228.0,110.0,209.0,547.0
owned,6.0,34.0,58.0,98.0
owni,0.0,0.0,1.0,1.0
owning,0.0,1.0,4.0,5.0
owns,4.0,0.0,3.0,7.0
owww,0.0,0.0,1.0,1.0
oxidized,0.0,0.0,1.0,1.0
oyu,0.0,0.0,1.0,1.0
oz,1.0,1.0,2.0,4.0
ozpetek,1.0,1.0,0.0,2.0
ozs,0.0,0.0,1.0,1.0
ozz,0.0,0.0,1.0,1.0
ozzy,4.0,0.0,1.0,5.0
pa,19.0,0.0,8.0,27.0
pablo,0.0,0.0,1.0,1.0
paced,17.0,8.0,2.0,27.0
pacify,1.0,0.0,0.0,1.0
pacing,6.0,0.0,1.0,7.0
pack,11.0,0.0,11.0,22.0
package,8.0,0.0,3.0,11.0
packaged,0.0,0.0,15.0,15.0
packaging,0.0,0.0,3.0,3.0
packed,24.0,9.0,17.0,50.0
packets,0.0,0.0,1.0,1.0
packing,10.0,0.0,10.0,20.0
packs,0.0,6.0,5.0,11.0
pacoandbetty,0.0,0.0,1.0,1.0
pad,0.0,7.0,2.0,9.0
padded,7.0,12.0,36.0,55.0
padding,5.0,9.0,16.0,30.0
paddydonnelly,0.0,0.0,1.0,1.0
padre,2.0,0.0,0.0,2.0
paean,0.0,0.0,1.0,1.0
page,1.0,4.0,1.0,6.0
paged,2.0,0.0,0.0,2.0
paging,0.0,0.0,2.0,2.0
paid,106.0,42.0,51.0,199.0
paigeworthy,0.0,1.0,0.0,1.0
pain,3.0,11.0,4.0,18.0
pained,1.0,0.0,0.0,1.0
painful,27.0,3.0,9.0,39.0
painfully,18.0,5.0,1.0,24.0
painless,1.0,0.0,1.0,2.0
pains,0.0,1.0,1.0,2.0
painstaking,1.0,0.0,0.0,1.0
painstakingly,0.0,0.0,1.0,1.0
paint,0.0,2.0,3.0,5.0
painted,2.0,6.0,4.0,12.0
painterly,2.0,0.0,0.0,2.0
painting,2.0,0.0,1.0,3.0
paints,1.0,1.0,0.0,2.0
pair,2.0,2.0,3.0,7.0
paired,0.0,5.0,6.0,11.0
pairing,0.0,1.0,1.0,2.0
pairs,0.0,1.0,0.0,1.0
pakced,0.0,0.0,1.0,1.0
pal,1.0,1.0,3.0,5.0
palatable,3.0,0.0,0.0,3.0
palawan,0.0,0.0,1.0,1.0
pale,4.0,1.0,0.0,5.0
pales,1.0,0.0,0.0,1.0
palestinian,3.0,1.0,0.0,4.0
palinspired,0.0,0.0,1.0,1.0
pallid,1.0,0.0,0.0,1.0
palm,5.0,2.0,6.0,13.0
palmed,1.0,0.0,0.0,1.0
palo,0.0,0.0,1.0,1.0
palpable,4.0,0.0,1.0,5.0
palying,0.0,0.0,2.0,2.0
pamela,1.0,0.0,0.0,1.0
pamgrout,0.0,0.0,1.0,1.0
pamper,1.0,0.0,1.0,2.0
pan,1.0,0.0,0.0,1.0
pana,0.0,0.0,1.0,1.0
panamerican,2.0,0.0,0.0,2.0
panasonic,0.0,0.0,1.0,1.0
pander,1.0,0.0,0.0,1.0
pandered,0.0,1.0,0.0,1.0
pandering,3.0,1.0,0.0,4.0
pandora,1.0,1.0,1.0,3.0
panhandle,0.0,0.0,1.0,1.0
panic,2.0,0.0,5.0,7.0
panned,0.0,0.0,1.0,1.0
panoramic,3.0,0.0,0.0,3.0
pant,0.0,1.0,0.0,1.0
pantyhose,0.0,4.0,0.0,4.0
papadimitriou,0.0,0.0,1.0,1.0
papal,0.0,0.0,1.0,1.0
paperwhite,0.0,1.0,0.0,1.0
papoose,0.0,0.0,1.0,1.0
paprika,0.0,0.0,1.0,1.0
par,1.0,0.0,0.0,1.0
para,0.0,0.0,2.0,2.0
parable,6.0,0.0,1.0,7.0
parachutes,1.0,0.0,0.0,1.0
parade,2.0,0.0,2.0,4.0
paradiso,2.0,0.0,0.0,2.0
paradoxical,0.0,0.0,1.0,1.0
paradoxically,2.0,0.0,0.0,2.0
parallel,1.0,0.0,1.0,2.0
parallels,1.0,0.0,0.0,1.0
paralyzed,1.0,0.0,0.0,1.0
parametric,0.0,0.0,2.0,2.0
paramore,0.0,0.0,1.0,1.0
paramount,0.0,0.0,1.0,1.0
paranoid,2.0,0.0,1.0,3.0
paranormal,1.0,0.0,1.0,2.0
paraphrase,1.0,0.0,0.0,1.0
paraphrased,0.0,0.0,1.0,1.0
parapsychological,1.0,0.0,0.0,1.0
pardon,1.0,0.0,2.0,3.0
pared,1.0,0.0,0.0,1.0
parent,1.0,0.0,0.0,1.0
parental,2.0,6.0,0.0,8.0
paris,2.0,2.0,2.0,6.0
parisian,0.0,1.0,1.0,2.0
parizad,0.0,0.0,1.0,1.0
park,0.0,0.0,2.0,2.0
parka,0.0,1.0,0.0,1.0
parke,1.0,0.0,0.0,1.0
parked,4.0,0.0,3.0,7.0
parker,1.0,1.0,1.0,3.0
parkesy,0.0,0.0,1.0,1.0
parking,4.0,0.0,1.0,5.0
parkman,0.0,0.0,1.0,1.0
parkway,0.0,0.0,1.0,1.0
parky,0.0,0.0,1.0,1.0
parliamentary,0.0,0.0,1.0,1.0
parlor,0.0,0.0,1.0,1.0
parmagian,0.0,0.0,1.0,1.0
parmentier,0.0,1.0,0.0,1.0
parochial,2.0,0.0,0.0,2.0
parodied,1.0,0.0,0.0,1.0
parody,2.0,0.0,0.0,2.0
parris,1.0,0.0,0.0,1.0
parsec,1.0,0.0,0.0,1.0
partes,0.0,0.0,1.0,1.0
partial,2.0,4.0,8.0,14.0
partially,4.0,1.0,4.0,9.0
participant,1.0,0.0,0.0,1.0
participate,1.0,2.0,1.0,4.0
participated,0.0,0.0,1.0,1.0
participating,0.0,0.0,1.0,1.0
particular,23.0,35.0,36.0,94.0
particularly,56.0,24.0,18.0,98.0
particulary,0.0,0.0,1.0,1.0
parting,1.0,0.0,1.0,2.0
partly,10.0,1.0,4.0,15.0
partnered,0.0,0.0,1.0,1.0
partnering,1.0,0.0,0.0,1.0
parton,1.0,0.0,0.0,1.0
partway,0.0,0.0,1.0,1.0
partying,0.0,0.0,2.0,2.0
pas,0.0,0.0,1.0,1.0
pasedena,0.0,0.0,1.0,1.0
paso,1.0,0.0,1.0,2.0
pass,19.0,4.0,19.0,42.0
passable,5.0,0.0,1.0,6.0
passably,2.0,1.0,0.0,3.0
passages,0.0,4.0,0.0,4.0
passbook,0.0,3.0,3.0,6.0
passed,7.0,8.0,11.0,26.0
passenger,2.0,0.0,0.0,2.0
passes,4.0,0.0,0.0,4.0
passing,5.0,0.0,5.0,10.0
passionate,5.0,1.0,1.0,7.0
passionately,1.0,1.0,2.0,4.0
passive,3.0,32.0,7.0,42.0
passively,0.0,0.0,1.0,1.0
passives,0.0,0.0,1.0,1.0
passngr,0.0,1.0,0.0,1.0
passport,0.0,1.0,0.0,1.0
password,0.0,1.0,0.0,1.0
past,45.0,18.0,58.0,121.0
pasta,1.0,0.0,0.0,1.0
paste,1.0,0.0,1.0,2.0
pasteurized,0.0,1.0,0.0,1.0
pasting,1.0,0.0,0.0,1.0
pat,6.0,2.0,3.0,11.0
patch,0.0,5.0,7.0,12.0
patched,1.0,4.0,1.0,6.0
patching,0.0,0.0,1.0,1.0
patchwork,1.0,0.0,0.0,1.0
patchy,1.0,0.0,0.0,1.0
patent,1.0,0.0,0.0,1.0
patented,0.0,0.0,2.0,2.0
path,1.0,0.0,0.0,1.0
pathetic,17.0,2.0,2.0,21.0
pathetically,2.0,0.0,0.0,2.0
pathological,1.0,0.0,0.0,1.0
pathologically,0.0,1.0,0.0,1.0
paths,0.0,1.0,0.0,1.0
patient,15.0,4.0,5.0,24.0
patiently,3.0,1.0,2.0,6.0
patriarchal,1.0,0.0,0.0,1.0
patrichruben,1.0,0.0,0.0,1.0
patricio,1.0,0.0,0.0,1.0
patrickaltoft,0.0,0.0,1.0,1.0
patricklanglois,0.0,0.0,1.0,1.0
patriot,1.0,0.0,0.0,1.0
patriotic,1.0,0.0,1.0,2.0
patronising,1.0,0.0,0.0,1.0
patronized,0.0,1.0,0.0,1.0
patronizing,3.0,0.0,0.0,3.0
pattern,0.0,0.0,3.0,3.0
patterns,0.0,1.0,0.0,1.0
patting,1.0,0.0,0.0,1.0
pattonoswalt,0.0,1.0,0.0,1.0
patty,0.0,0.0,1.0,1.0
paua,0.0,0.0,1.0,1.0
paul,25.0,28.0,58.0,111.0
paulawhite,0.0,0.0,1.0,1.0
paulgordonbrown,0.0,0.0,1.0,1.0
pauline,1.0,0.0,0.0,1.0
paulissima,0.0,0.0,1.0,1.0
paulmonkey,0.0,0.0,2.0,2.0
paulo,1.0,0.0,0.0,1.0
pauls,0.0,0.0,1.0,1.0
pauly,2.0,0.0,0.0,2.0
paunchy,1.0,0.0,0.0,1.0
pause,3.0,0.0,0.0,3.0
pauses,0.0,1.0,0.0,1.0
pausing,0.0,2.0,0.0,2.0
paved,1.0,1.0,0.0,2.0
pavlovian,0.0,0.0,1.0,1.0
paw,0.0,0.0,1.0,1.0
pawing,0.0,0.0,1.0,1.0
pawn,0.0,0.0,1.0,1.0
paws,1.0,0.0,0.0,1.0
pax,5.0,0.0,1.0,6.0
paxton,1.0,0.0,0.0,1.0
pay,108.0,118.0,77.0,303.0
payback,0.0,0.0,1.0,1.0
payed,1.0,8.0,6.0,15.0
paying,41.0,14.0,24.0,79.0
payola,0.0,1.0,0.0,1.0
paypal,2.0,0.0,2.0,4.0
pays,7.0,5.0,5.0,17.0
pbi,4.0,0.0,0.0,4.0
pc,0.0,0.0,2.0,2.0
pdf,0.0,3.0,3.0,6.0
pdfs,0.0,1.0,0.0,1.0
pdquigley,0.0,1.0,0.0,1.0
pdx,3.0,5.0,2.0,10.0
pe,1.0,0.0,0.0,1.0
pea,0.0,1.0,0.0,1.0
peace,0.0,0.0,1.0,1.0
peaceful,0.0,1.0,1.0,2.0
peach,0.0,0.0,1.0,1.0
peak,0.0,1.0,4.0,5.0
peaked,1.0,0.0,0.0,1.0
peaky,0.0,4.0,0.0,4.0
peanut,0.0,1.0,2.0,3.0
pearl,0.0,0.0,2.0,2.0
pearly,0.0,0.0,1.0,1.0
pearshapebodygirl,0.0,0.0,1.0,1.0
peased,0.0,4.0,0.0,4.0
peasy,0.0,0.0,1.0,1.0
peavey,0.0,4.0,5.0,9.0
peavy,0.0,0.0,1.0,1.0
pecking,0.0,0.0,1.0,1.0
peculiar,6.0,1.0,2.0,9.0
peculiarly,1.0,1.0,0.0,2.0
ped,0.0,0.0,1.0,1.0
pedal,46.0,108.0,155.0,309.0
pedalboard,0.0,0.0,5.0,5.0
pedaling,0.0,0.0,2.0,2.0
pedals,0.0,0.0,4.0,4.0
pedaltrain,0.0,0.0,1.0,1.0
peddle,0.0,0.0,1.0,1.0
peddled,0.0,1.0,0.0,1.0
pedestal,1.0,0.0,0.0,1.0
pedestrian,7.0,0.0,1.0,8.0
pedigree,2.0,0.0,1.0,3.0
pedro,2.0,0.0,1.0,3.0
pee,1.0,0.0,0.0,1.0
peeing,0.0,0.0,2.0,2.0
peek,3.0,0.0,0.0,3.0
peel,0.0,0.0,1.0,1.0
peeled,1.0,0.0,1.0,2.0
peep,1.0,0.0,1.0,2.0
peerlessly,1.0,0.0,0.0,1.0
peeved,0.0,2.0,0.0,2.0
peevish,1.0,0.0,0.0,1.0
peg,0.0,0.0,8.0,8.0
pegged,1.0,0.0,0.0,1.0
pegs,4.0,9.0,11.0,24.0
pekalongan,0.0,0.0,1.0,1.0
pellington,1.0,0.0,0.0,1.0
pembrokedave,0.0,0.0,1.0,1.0
pembs,0.0,0.0,1.0,1.0
pen,0.0,0.0,3.0,3.0
penalized,1.0,0.0,0.0,1.0
pending,4.0,0.0,1.0,5.0
pendulum,0.0,0.0,1.0,1.0
penetrates,0.0,1.0,0.0,1.0
penetrating,5.0,0.0,0.0,5.0
penn,0.0,0.0,1.0,1.0
penned,1.0,0.0,0.0,1.0
pentacostal,0.0,0.0,1.0,1.0
pentecostal,0.0,1.0,0.0,1.0
peopled,1.0,0.0,0.0,1.0
peoplee,0.0,0.0,1.0,1.0
peoples,0.0,0.0,1.0,1.0
pepitabarlow,0.0,0.0,1.0,1.0
peploe,1.0,0.0,0.0,1.0
peppered,2.0,0.0,0.0,2.0
peppering,2.0,0.0,0.0,2.0
per,1.0,0.0,0.0,1.0
peral,0.0,0.0,1.0,1.0
perc,0.0,0.0,1.0,1.0
perceived,0.0,0.0,2.0,2.0
perceptive,4.0,1.0,0.0,5.0
perceptively,0.0,1.0,0.0,1.0
perch,0.0,0.0,1.0,1.0
percolates,0.0,0.0,1.0,1.0
percolating,1.0,1.0,0.0,2.0
percussive,0.0,0.0,2.0,2.0
perdition,1.0,0.0,0.0,1.0
perfect,62.0,34.0,265.0,361.0
perfected,1.0,0.0,0.0,1.0
perfection,0.0,0.0,1.0,1.0
perfectly,32.0,25.0,136.0,193.0
perfectsound,0.0,1.0,0.0,1.0
perfectunder,0.0,0.0,1.0,1.0
perfervid,1.0,0.0,0.0,1.0
perfetcly,0.0,0.0,1.0,1.0
perfom,0.0,0.0,1.0,1.0
perform,2.0,16.0,30.0,48.0
performances,1.0,0.0,1.0,2.0
performed,6.0,5.0,9.0,20.0
performer,0.0,0.0,3.0,3.0
performing,1.0,6.0,14.0,21.0
performs,5.0,2.0,7.0,14.0
perhaps,38.0,40.0,53.0,131.0
peril,1.0,0.0,0.0,1.0
perilously,1.0,0.0,2.0,3.0
periodically,8.0,4.0,4.0,16.0
periolodicly,1.0,0.0,0.0,1.0
perks,1.0,0.0,0.0,1.0
perman,1.0,0.0,0.0,1.0
permanant,0.0,0.0,1.0,1.0
permanent,0.0,4.0,8.0,12.0
permanently,4.0,1.0,3.0,8.0
permeate,0.0,1.0,0.0,1.0
permeates,3.0,1.0,0.0,4.0
permits,1.0,0.0,0.0,1.0
permitted,0.0,0.0,1.0,1.0
permitting,1.0,0.0,1.0,2.0
peroxide,1.0,0.0,0.0,1.0
perpetrated,2.0,0.0,1.0,3.0
perpetrating,1.0,0.0,0.0,1.0
perpetual,2.0,0.0,2.0,4.0
perpetually,1.0,0.0,0.0,1.0
perplexed,0.0,1.0,0.0,1.0
perplexing,1.0,0.0,2.0,3.0
perrr,0.0,0.0,1.0,1.0
perry,0.0,0.0,1.0,1.0
persecuted,1.0,0.0,0.0,1.0
persistent,1.0,0.0,0.0,1.0
persistently,0.0,0.0,1.0,1.0
persnickety,0.0,1.0,0.0,1.0
persona,1.0,1.0,1.0,3.0
personable,1.0,0.0,3.0,4.0
personal,60.0,36.0,37.0,133.0
personalize,0.0,0.0,1.0,1.0
personalized,0.0,0.0,2.0,2.0
personally,30.0,24.0,26.0,80.0
personas,0.0,0.0,1.0,1.0
personified,1.0,1.0,0.0,2.0
personifying,0.0,1.0,0.0,1.0
personslly,0.0,1.0,0.0,1.0
perspective,1.0,1.0,0.0,2.0
perspicacious,1.0,0.0,0.0,1.0
perspire,0.0,0.0,1.0,1.0
perspired,0.0,0.0,1.0,1.0
persu,0.0,0.0,1.0,1.0
persuaded,0.0,0.0,1.0,1.0
persuades,1.0,0.0,0.0,1.0
persuasive,2.0,1.0,1.0,4.0
perth,0.0,0.0,1.0,1.0
pertinent,2.0,0.0,1.0,3.0
pertinently,0.0,0.0,1.0,1.0
pervasive,2.0,0.0,0.0,2.0
perverse,6.0,2.0,0.0,8.0
perversely,1.0,1.0,0.0,2.0
perverted,0.0,1.0,0.0,1.0
pesky,1.0,0.0,1.0,2.0
pessimistic,2.0,0.0,0.0,2.0
pesto,0.0,0.0,1.0,1.0
pet,2.0,0.0,2.0,4.0
petal,0.0,0.0,3.0,3.0
pete,2.0,0.0,2.0,4.0
peter,1.0,0.0,0.0,1.0
peterdeetm,0.0,0.0,1.0,1.0
peterpiatetsky,1.0,0.0,0.0,1.0
petesanderson,0.0,0.0,1.0,1.0
petite,1.0,0.0,0.0,1.0
petitediable,0.0,0.0,1.0,1.0
petition,0.0,1.0,0.0,1.0
petri,1.0,0.0,0.0,1.0
petsaretalking,0.0,0.0,1.0,1.0
petshopboys,0.0,0.0,1.0,1.0
petting,0.0,0.0,1.0,1.0
petty,1.0,1.0,2.0,4.0
pg,0.0,0.0,1.0,1.0
pgashow,0.0,0.0,1.0,1.0
pgfryz,1.0,0.0,0.0,1.0
pgrossi,0.0,0.0,1.0,1.0
pgtmbt,0.0,0.0,1.0,1.0
ph,2.0,0.0,0.0,2.0
phanom,0.0,0.0,1.0,1.0
phantom,1.0,1.0,15.0,17.0
pharaohciously,0.0,0.0,1.0,1.0
phaser,0.0,4.0,0.0,4.0
phenomenal,4.0,1.0,3.0,8.0
phew,0.0,0.0,1.0,1.0
phewy,0.0,0.0,1.0,1.0
phi,1.0,0.0,1.0,2.0
phil,0.0,0.0,2.0,2.0
phila,0.0,1.0,0.0,1.0
philadelphia,7.0,0.0,0.0,7.0
phile,0.0,0.0,1.0,1.0
philharmonic,0.0,0.0,2.0,2.0
philibert,0.0,1.0,0.0,1.0
phillip,0.0,0.0,1.0,1.0
phillipe,0.0,0.0,1.0,1.0
phillipines,0.0,0.0,1.0,1.0
philly,36.0,5.0,5.0,46.0
phillyan,0.0,0.0,1.0,1.0
philosophic,1.0,0.0,0.0,1.0
philosophical,12.0,1.0,0.0,13.0
philosophically,1.0,0.0,0.0,1.0
philpete,1.0,0.0,0.0,1.0
phishing,0.0,1.0,0.0,1.0
phl,29.0,7.0,8.0,44.0
phlairport,2.0,1.0,0.0,3.0
phlegmatic,1.0,0.0,0.0,1.0
pho,1.0,0.0,0.0,1.0
phobe,0.0,0.0,1.0,1.0
phoenix,5.0,3.0,0.0,8.0
phon,1.0,0.0,0.0,1.0
phoned,1.0,0.0,0.0,1.0
phony,5.0,0.0,0.0,5.0
phoro,0.0,0.0,1.0,1.0
phospher,0.0,4.0,1.0,5.0
phot,0.0,0.0,1.0,1.0
photo,0.0,4.0,5.0,9.0
photographed,8.0,0.0,1.0,9.0
